"","lsoacode","z"
"463","E01000468",4.71438447140881
"464","E01000469",3.6685140863567
"465","E01000470",7.5419080049761
"466","E01000471",4.87186320571946
"467","E01000472",7.49744396074776
"468","E01000473",10.1649070220115
"469","E01000474",7.43914665180748
"470","E01000475",6.55383830164597
"471","E01000476",3.87371426065972
"472","E01000477",7.15416903347754
"473","E01000478",5.48413294724771
"474","E01000479",-0.729738709740946
"475","E01000480",-0.168821062931904
"476","E01000481",6.56512448070123
"477","E01000482",9.09913032114594
"478","E01000483",8.96201686083658
"479","E01000484",5.82895370929389
"480","E01000485",4.88839111704889
"481","E01000486",1.33851021624475
"482","E01000487",4.52746560829557
"483","E01000488",5.65647975870714
"484","E01000489",1.90628689454659
"485","E01000490",5.36817655482615
"486","E01000491",3.0709254986326
"487","E01000492",-0.118873530556138
"488","E01000493",0.846796237783493
"489","E01000494",4.73783962351358
"490","E01000495",5.76311341886704
"491","E01000497",4.5305535254705
"492","E01000498",6.36752883574339
"493","E01000499",5.96155800814428
"494","E01000501",6.23002274040819
"495","E01000502",3.45818446996106
"496","E01000503",3.53821332255214
"497","E01000504",3.85110455718258
"498","E01000505",4.40060729297991
"499","E01000506",9.21868521978075
"500","E01000507",3.57799450030333
"501","E01000508",9.56998054891503
"502","E01000509",5.57490114309213
"503","E01000510",5.85923125451802
"504","E01000511",5.36488574199698
"505","E01000512",3.71081021681005
"506","E01000513",1.78303013933033
"507","E01000514",2.05076595309784
"508","E01000515",7.23022919089636
"509","E01000516",3.37487117637005
"510","E01000517",1.8300605469833
"511","E01000518",3.11198965255394
"512","E01000519",5.10558491962024
"513","E01000520",3.29544299142073
"514","E01000521",11.7161988322519
"515","E01000522",7.45179796241888
"516","E01000523",9.58599976089458
"517","E01000524",10.2760287448326
"518","E01000525",9.4153612975595
"519","E01000526",9.88435708740386
"520","E01000527",8.6085730370749
"521","E01000528",10.5758690638972
"522","E01000530",1.14994453293493
"523","E01000531",6.02707591655276
"524","E01000532",4.32861061081783
"525","E01000533",9.01855132056144
"526","E01000534",2.80432050204763
"527","E01000535",5.60585614848376
"528","E01000536",0.971096037668044
"529","E01000538",-2.07802844376131
"530","E01000539",-0.475567670658546
"531","E01000540",-1.50514763804758
"532","E01000541",2.6634502771451
"533","E01000543",4.04060233080983
"534","E01000544",9.67867700508809
"535","E01000545",6.49731730275508
"536","E01000546",5.19877392006761
"537","E01000547",5.54209069086705
"538","E01000548",6.62919166235239
"539","E01000549",2.92301240609262
"540","E01000550",7.17188028001543
"541","E01000551",12.0050468508481
"542","E01000552",11.8085705344588
"543","E01000553",7.11947432340608
"544","E01000554",5.47602693742363
"545","E01000555",2.03503744869164
"546","E01000556",11.2205777864267
"547","E01000557",7.47431136544182
"548","E01000558",4.43966314367266
"549","E01000559",5.6460098749824
"550","E01000560",3.78256526741743
"551","E01000561",6.22488442976686
"552","E01000562",-1.10864890878446
"553","E01000563",-1.34327424561959
"554","E01000564",5.23187299751588
"555","E01000565",3.86816535401321
"556","E01000566",0.345894128293838
"557","E01000567",2.12686572384022
"558","E01000568",4.10589025419324
"559","E01000569",-2.3119704193404
"560","E01000570",5.73562817095134
"561","E01000571",1.54327177392603
"562","E01000572",2.34982091372366
"563","E01000573",2.26524423982395
"564","E01000574",1.29621162019263
"565","E01000575",4.09909956399151
"566","E01000576",3.03149613408641
"567","E01000577",9.80084986565885
"568","E01000578",3.82473397727927
"569","E01000579",3.2995588845098
"570","E01000580",1.74536553389635
"571","E01000581",2.62252712326461
"572","E01000582",1.62337852706492
"573","E01000583",4.59720745320931
"574","E01000584",2.22679048912491
"575","E01000585",4.15310733985282
"576","E01000586",6.80305943983786
"577","E01000587",2.0859172482251
"578","E01000588",4.43133184001164
"579","E01000589",1.37347989144793
"580","E01000590",1.33874368223874
"581","E01000591",5.26089941673576
"582","E01000592",2.66979991159258
"583","E01000593",2.86353859900264
"584","E01000594",4.19280059495929
"585","E01000595",9.38157504175415
"586","E01000596",10.7814979790585
"587","E01000599",8.0194301159041
"588","E01000600",9.17509493567102
"589","E01000601",8.49356786310793
"590","E01000602",8.73763752061227
"591","E01000603",7.89024011198495
"592","E01000604",9.08635849020539
"593","E01000605",9.36378760904697
"594","E01000606",4.15095893724924
"595","E01000607",5.30412128398115
"596","E01000608",7.64832129310128
"597","E01000609",6.10980296520295
"598","E01000610",6.32130736968003
"599","E01000611",6.99284279803301
"600","E01000612",6.65141326022222
"601","E01000613",7.20824107755865
"602","E01000615",5.84300812679453
"603","E01000616",7.31758806828155
"604","E01000617",4.69039297506845
"605","E01000618",3.59485186632191
"606","E01000619",2.85545718549754
"607","E01000620",5.62991633983149
"608","E01000621",5.68297663405521
"609","E01000622",6.9222438654761
"610","E01000623",3.15973115616731
"611","E01000624",1.10578678335937
"612","E01000625",2.08729928031241
"613","E01000626",9.19693204000067
"614","E01000627",8.28169517888211
"615","E01000628",7.64032393216408
"616","E01000629",2.50858313687184
"617","E01000630",9.62974514458376
"618","E01000631",5.46051437952451
"619","E01000632",7.42896724907407
"620","E01000633",10.9970161750989
"621","E01000634",10.5196074012229
"622","E01000635",10.0373679283333
"623","E01000636",5.65376395841335
"624","E01000637",6.40770982486583
"625","E01000638",10.8730685012153
"626","E01000639",7.15539767593873
"627","E01000640",10.9155616627079
"628","E01000641",8.39253015480841
"629","E01000642",8.03214678047244
"630","E01000643",7.28151058281214
"631","E01000644",6.52602376723929
"632","E01000645",-4.25834492379164
"633","E01000646",-1.06835768513815
"634","E01000647",-2.05842697285956
"635","E01000648",-2.60237797014681
"636","E01000649",-2.92236237036516
"637","E01000650",-2.06204429232259
"638","E01000651",-2.08856177216193
"639","E01000652",-3.56063582747563
"640","E01000653",-2.6463648746774
"641","E01000654",-3.12614953577819
"642","E01000655",-3.10288578223421
"643","E01000656",-3.50888400297563
"644","E01000657",-2.10962330854675
"645","E01000658",-3.28910725624154
"646","E01000659",-3.59280779827952
"647","E01000661",3.91453008942798
"648","E01000662",-0.054780279249027
"649","E01000663",-0.431411240595469
"650","E01000664",-0.366854675045504
"651","E01000665",-2.21102224626576
"652","E01000666",-3.39836905512635
"653","E01000667",-4.15153192780659
"654","E01000668",-1.47859300229637
"655","E01000669",-1.13610379864731
"656","E01000670",-0.270421661708632
"657","E01000671",-0.335122508528156
"658","E01000672",-2.26286986015888
"659","E01000673",-2.20930341454255
"660","E01000674",0.195301442581099
"661","E01000675",-0.139140611619166
"662","E01000676",3.19551654087547
"663","E01000677",-0.142021864355681
"664","E01000678",-1.48660420512859
"665","E01000679",-1.89502162044187
"666","E01000680",-3.75807840020766
"667","E01000681",-3.56406563747605
"668","E01000682",-3.27501180802902
"669","E01000683",-2.17878623607552
"670","E01000684",-3.46652774516497
"671","E01000685",-1.9829969832556
"672","E01000686",-2.86378700164003
"673","E01000687",-3.1996733481875
"674","E01000688",-3.94337219468598
"675","E01000689",-0.411310243575176
"676","E01000690",-3.08733306083898
"677","E01000691",-0.86002976854291
"678","E01000692",-1.98495150079314
"679","E01000693",-2.56032854217279
"680","E01000694",-3.8175222916504
"681","E01000695",-3.21169927066456
"682","E01000696",-3.6402265399003
"683","E01000697",-2.17658377395563
"684","E01000698",-3.81629937509301
"685","E01000699",3.6421900234789
"686","E01000700",-0.592258125268753
"687","E01000701",-0.419000503026008
"688","E01000702",-0.836537262222942
"689","E01000703",-0.382396640128312
"690","E01000704",-1.13077863246068
"691","E01000705",1.87200586364818
"692","E01000706",-0.401281285632781
"693","E01000707",-3.1279715768436
"694","E01000708",-1.60187304699527
"695","E01000709",0.997921538086286
"696","E01000710",-0.828832762813869
"697","E01000711",0.00866373371636442
"698","E01000712",-1.6048331364916
"699","E01000713",-1.39072190994603
"700","E01000714",0.91871853552329
"701","E01000715",-1.20241113764067
"702","E01000716",-1.88850633600496
"703","E01000717",-1.10328546585888
"704","E01000718",3.0585756713569
"705","E01000719",1.03156527092014
"706","E01000720",2.59547411866837
"707","E01000721",4.80943674735014
"708","E01000722",-0.344879121469616
"709","E01000723",-2.39706376194331
"710","E01000724",4.55291270793936
"711","E01000725",1.66400549295271
"712","E01000726",-2.3048186635845
"713","E01000727",-0.773200049068509
"714","E01000728",-0.794502748787123
"715","E01000729",4.69989712446478
"716","E01000730",3.77753759228994
"717","E01000731",0.556481142405133
"718","E01000732",-1.90900720513357
"719","E01000733",0.0625297773644558
"720","E01000734",-1.9345035733858
"721","E01000735",1.44661650835189
"722","E01000736",0.466250084536183
"723","E01000737",0.764442976374867
"724","E01000738",-1.15042556005281
"725","E01000739",3.00183650071768
"726","E01000740",5.23440673519049
"727","E01000741",5.09730093107539
"728","E01000742",3.88585121566401
"729","E01000743",5.27648328578878
"730","E01000744",6.27211406232743
"731","E01000745",3.68604065586517
"732","E01000746",2.32361450615107
"733","E01000747",-2.34164403395819
"734","E01000748",-3.7031264917497
"735","E01000749",-3.50102638946971
"736","E01000750",1.28265494715778
"737","E01000751",-1.69581457139314
"738","E01000752",-2.16521859522515
"739","E01000753",-3.50508574880503
"740","E01000754",-2.23699728420053
"741","E01000755",-3.60017704894521
"742","E01000756",-4.05165853451682
"743","E01000757",-4.27064946321572
"744","E01000758",-3.12953853532093
"745","E01000759",-3.84121257034607
"746","E01000760",-2.30290261943621
"747","E01000761",-3.35187269800926
"748","E01000762",-1.65190654916898
"749","E01000763",-3.69959054030426
"750","E01000764",-2.74727752717864
"751","E01000765",-2.39902024525495
"752","E01000766",-4.09436011181615
"753","E01000767",-3.48723565062731
"754","E01000768",-2.04479205223883
"755","E01000769",-2.45058656367951
"756","E01000770",-2.21513406722242
"757","E01000771",-2.63837850431813
"758","E01000772",-2.77888419087734
"759","E01000773",-2.24832164439098
"760","E01000774",-2.19635541880803
"761","E01000775",-2.74443861919159
"762","E01000777",-2.57333692754168
"763","E01000778",-1.46978079888237
"764","E01000779",-1.29797465711926
"765","E01000780",1.24094724251041
"766","E01000781",3.57231828181785
"767","E01000782",4.18860137261871
"768","E01000783",2.91224651539381
"769","E01000784",-2.45178577181611
"770","E01000785",1.50460488214439
"771","E01000786",-3.12650959052657
"772","E01000787",-0.429344669512738
"773","E01000788",-0.567117628411397
"774","E01000789",6.11687332834959
"775","E01000790",0.155367202262368
"776","E01000791",-2.09799159294508
"777","E01000792",-1.38693892205716
"778","E01000793",-3.86840414942397
"779","E01000794",-3.65909762049215
"780","E01000795",-1.24182194913124
"781","E01000796",7.65240215990763
"782","E01000797",-0.948476356221123
"783","E01000798",7.2395335758998
"784","E01000799",2.63373071951498
"785","E01000800",4.77208648229447
"786","E01000801",1.47481864924991
"787","E01000802",2.84499839072538
"788","E01000803",1.89885629306393
"789","E01000804",-2.12629271537586
"790","E01000805",1.724215148651
"791","E01000806",7.00330226409281
"792","E01000807",-2.31696570583691
"793","E01000808",-3.21615985800796
"794","E01000809",-3.07285822517822
"795","E01000810",-3.90792389202231
"796","E01000811",-2.41244278449442
"797","E01000812",-2.02244252783067
"798","E01000813",-3.0775306478534
"799","E01000814",-4.20294465001701
"800","E01000815",-4.64413034275522
"801","E01000816",-1.70707470113146
"802","E01000818",-3.12232987738505
"803","E01000819",2.9671402658275
"804","E01000820",-0.180649360975318
"805","E01000822",0.704116904195382
"806","E01000823",-1.01310607224029
"807","E01000824",1.17221694860134
"808","E01000825",1.33065320479607
"809","E01000826",-4.38528196893631
"810","E01000827",-1.62281865157556
"811","E01000828",-1.37538195542426
"812","E01000829",-1.1589416721018
"813","E01000830",-4.50562629809182
"814","E01000831",-1.53663250731087
"815","E01000832",-2.81732778357886
"816","E01000833",-3.80490171769621
"817","E01000834",-4.04256316043929
"818","E01000835",-1.45445821973456
"819","E01000836",-3.9678816850723
"820","E01000837",-1.88107992883925
"821","E01000838",-3.73387682678563
"822","E01000839",-3.65697001428851
"823","E01000840",-2.39047313592613
"824","E01000841",-3.21967059718478
"825","E01000842",1.62041224912945
"826","E01000843",7.97247231854722
"827","E01000844",2.66611890835562
"828","E01000845",1.75852196385418
"829","E01000846",6.57256425269486
"830","E01000847",4.97202411178488
"831","E01000848",2.36507217693572
"832","E01000849",2.88736564535124
"833","E01000850",4.68913705679322
"834","E01000851",5.03521830193759
"835","E01000852",5.36124168694243
"836","E01000853",9.21873259838238
"837","E01000854",7.26289765550437
"838","E01000855",5.706818487489
"839","E01000856",9.13749241794132
"840","E01000857",1.58441257432245
"841","E01000858",6.95269165184632
"842","E01000859",1.58760520795135
"843","E01000860",3.86668052501154
"844","E01000861",6.02910530920765
"845","E01000862",0.695242007957452
"846","E01000863",5.79493239441065
"847","E01000864",3.88180229593645
"848","E01000865",2.25444551381433
"849","E01000866",5.26329179229252
"850","E01000867",7.28845243090897
"851","E01000868",10.0785606912554
